n,x,y,f,obj,rel,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
12901,1,2775,0.691,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0
12902,1,2895,0.721,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0
12903,1,2995,0.746,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0
12904,1,2985,0.743,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0
12905,1,3085,0.768,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0
12906,1,3205,0.798,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0
12907,1,3305,0.823,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0
12908,1,3075,0.766,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0
12909,1,3175,0.791,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0
12910,1,3295,0.821,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0
12911,1,3395,0.846,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0
12912,1,2885,0.719,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
12913,1,2985,0.743,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0
12914,1,3105,0.773,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
12915,1,3205,0.798,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0
12916,1,2975,0.741,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0
12917,1,3075,0.766,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0
12918,1,3195,0.796,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
12919,1,3295,0.821,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
12920,1,3285,0.818,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
12921,1,3385,0.843,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
12922,0,3505,0.873,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
12923,0,3605,0.898,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
12924,0,3375,0.841,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0
12925,0,3475,0.866,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0
12926,0,3595,0.895,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0
12927,0,3695,0.920,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
12928,1,2100,0.523,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
12929,1,2200,0.548,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0
12930,1,2320,0.578,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
12931,1,2420,0.603,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0
12932,1,2190,0.545,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
12933,1,2290,0.570,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
12934,1,2410,0.600,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0
12935,1,2510,0.625,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0
12936,1,2500,0.623,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
12937,1,2600,0.648,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
12938,1,2720,0.677,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0
12939,1,2820,0.702,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0
12940,1,2590,0.645,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
12941,1,2690,0.670,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
12942,1,2810,0.700,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0
12943,1,2910,0.725,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0
12944,1,2400,0.598,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
12945,1,2500,0.623,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0
12946,1,2620,0.653,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
12947,1,2720,0.677,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0
12948,1,2490,0.620,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
12949,1,2590,0.645,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0
12950,1,2710,0.675,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0
12951,1,2810,0.700,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0
12952,1,2800,0.697,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
12953,1,2900,0.722,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
12954,1,3020,0.752,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
12955,1,3120,0.777,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0
12956,1,2890,0.720,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0
12957,1,2990,0.745,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0
12958,1,3110,0.775,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0
12959,1,3210,0.800,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
12960,1,2500,0.623,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
12961,1,2600,0.648,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0
12962,1,2720,0.677,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
12963,1,2820,0.702,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0
12964,1,2590,0.645,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
12965,1,2690,0.670,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
12966,1,2810,0.700,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0
12967,1,2910,0.725,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
12968,1,2900,0.722,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
12969,1,3000,0.747,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0
12970,1,3120,0.777,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
12971,1,3220,0.802,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
12972,1,2990,0.745,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
12973,1,3090,0.770,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
12974,1,3210,0.800,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0
12975,1,3310,0.824,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0
12976,1,2800,0.697,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
12977,1,2900,0.722,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0
12978,1,3020,0.752,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
12979,1,3120,0.777,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
12980,1,2890,0.720,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
12981,1,2990,0.745,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
12982,1,3110,0.775,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
12983,1,3210,0.800,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0
12984,1,3200,0.797,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0
12985,1,3300,0.822,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0
12986,1,3420,0.852,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
12987,0,3520,0.877,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
12988,0,3290,0.819,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0
12989,0,3390,0.844,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0
12990,0,3510,0.874,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
12991,0,3610,0.899,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
12992,1,2305,0.574,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
12993,1,2405,0.599,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0
12994,1,2525,0.629,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
12995,1,2625,0.654,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0
12996,1,2395,0.597,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
12997,1,2495,0.621,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0
12998,1,2615,0.651,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0
12999,1,2715,0.676,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0
13000,1,2705,0.674,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
13001,1,2805,0.699,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0
13002,1,2925,0.729,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
13003,1,3025,0.753,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
13004,1,2795,0.696,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
13005,1,2895,0.721,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
13006,1,3015,0.751,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0
13007,1,3115,0.776,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0
13008,1,2605,0.649,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0
13009,1,2705,0.674,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
13010,1,2825,0.704,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
13011,1,2925,0.729,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0
13012,1,2695,0.671,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
13013,1,2795,0.696,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0
13014,1,2915,0.726,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
13015,1,3015,0.751,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0
13016,1,3005,0.748,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
13017,1,3105,0.773,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0
13018,1,3225,0.803,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0
13019,1,3325,0.828,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
13020,1,3095,0.771,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
13021,1,3195,0.796,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0
13022,0,3315,0.826,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0
13023,0,3415,0.851,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
13024,1,2705,0.674,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0
13025,1,2805,0.699,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0
13026,1,2925,0.729,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0
13027,1,3025,0.753,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0
13028,1,2795,0.696,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0
13029,1,2895,0.721,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0
13030,1,3015,0.751,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0
13031,1,3115,0.776,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0
13032,1,3105,0.773,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0
13033,1,3205,0.798,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0
13034,1,3325,0.828,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0
13035,1,3425,0.853,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0
13036,1,3195,0.796,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0
13037,1,3295,0.821,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0
13038,1,3415,0.851,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0
13039,1,3515,0.875,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0
13040,1,3005,0.748,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0
13041,1,3105,0.773,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0
13042,1,3225,0.803,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0
13043,1,3325,0.828,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0
13044,1,3095,0.771,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
13045,1,3195,0.796,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
13046,1,3315,0.826,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
13047,1,3415,0.851,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0
13048,0,3405,0.848,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
13049,0,3505,0.873,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0
13050,0,3625,0.903,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0
13051,0,3725,0.928,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
13052,0,3495,0.870,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
13053,0,3595,0.895,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
13054,0,3715,0.925,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
13055,0,3815,0.950,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
13056,1,2140,0.533,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
13057,1,2240,0.558,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
13058,1,2360,0.588,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
13059,1,2460,0.613,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0
13060,1,2230,0.555,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
13061,1,2330,0.580,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
13062,1,2450,0.610,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0
13063,1,2550,0.635,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0
13064,1,2540,0.633,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
13065,1,2640,0.658,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
13066,1,2760,0.687,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0
13067,1,2860,0.712,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0
13068,1,2630,0.655,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0
13069,1,2730,0.680,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0
13070,1,2850,0.710,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0
13071,1,2950,0.735,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0
13072,1,2440,0.608,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
13073,1,2540,0.633,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
13074,1,2660,0.663,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0
13075,1,2760,0.687,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0
13076,1,2530,0.630,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
13077,1,2630,0.655,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0
13078,1,2750,0.685,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0
13079,1,2850,0.710,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0
13080,1,2840,0.707,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
13081,1,2940,0.732,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
13082,1,3060,0.762,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0
13083,1,3160,0.787,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
13084,1,2930,0.730,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
13085,1,3030,0.755,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0
13086,1,3150,0.785,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0
13087,1,3250,0.809,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
13088,1,2540,0.633,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
13089,1,2640,0.658,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0
13090,1,2760,0.687,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0
13091,1,2860,0.712,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0
13092,1,2630,0.655,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
13093,1,2730,0.680,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0
13094,1,2850,0.710,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0
13095,1,2950,0.735,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0
13096,1,2940,0.732,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0
13097,1,3040,0.757,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0
13098,1,3160,0.787,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
13099,1,3260,0.812,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0
13100,1,3030,0.755,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0
13101,1,3130,0.780,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0
13102,1,3250,0.809,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0
13103,1,3350,0.834,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0
13104,1,2840,0.707,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
13105,1,2940,0.732,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
13106,1,3060,0.762,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
13107,1,3160,0.787,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
13108,1,2930,0.730,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0
13109,1,3030,0.755,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0
13110,1,3150,0.785,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0
13111,1,3250,0.809,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0
13112,1,3240,0.807,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0
13113,1,3340,0.832,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0
13114,1,3460,0.862,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
13115,1,3560,0.887,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
13116,1,3330,0.829,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0
13117,1,3430,0.854,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0
13118,0,3550,0.884,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13119,0,3650,0.909,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13120,1,2345,0.584,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
13121,1,2445,0.609,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0
13122,1,2565,0.639,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0
13123,1,2665,0.664,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0
13124,1,2435,0.606,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
13125,1,2535,0.631,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
13126,1,2655,0.661,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0
13127,1,2755,0.686,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0
13128,1,2745,0.684,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
13129,1,2845,0.709,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
13130,1,2965,0.738,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0
13131,1,3065,0.763,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
13132,1,2835,0.706,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
13133,1,2935,0.731,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0
13134,1,3055,0.761,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0
13135,1,3155,0.786,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0
13136,1,2645,0.659,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
13137,1,2745,0.684,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
13138,1,2865,0.714,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
13139,1,2965,0.738,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
13140,1,2735,0.681,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
13141,1,2835,0.706,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0
13142,1,2955,0.736,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0
13143,1,3055,0.761,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0
13144,1,3045,0.758,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
13145,1,3145,0.783,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0
13146,1,3265,0.813,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
13147,1,3365,0.838,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0
13148,1,3135,0.781,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
13149,1,3235,0.806,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
13150,1,3355,0.836,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0
13151,0,3455,0.861,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0
13152,1,2745,0.684,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0
13153,1,2845,0.709,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0
13154,1,2965,0.738,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0
13155,1,3065,0.763,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0
13156,1,2835,0.706,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0
13157,1,2935,0.731,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0
13158,1,3055,0.761,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
13159,1,3155,0.786,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0
13160,1,3145,0.783,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0
13161,1,3245,0.808,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0
13162,1,3365,0.838,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0
13163,1,3465,0.863,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0
13164,1,3235,0.806,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
13165,1,3335,0.831,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0
13166,1,3455,0.861,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0
13167,1,3555,0.885,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0
13168,1,3045,0.758,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0
13169,1,3145,0.783,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0
13170,1,3265,0.813,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0
13171,1,3365,0.838,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0
13172,1,3135,0.781,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0
13173,1,3235,0.806,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0
13174,1,3355,0.836,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0
13175,1,3455,0.861,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0
13176,0,3445,0.858,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0
13177,0,3545,0.883,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0
13178,0,3665,0.913,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0
13179,0,3765,0.938,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0
13180,0,3535,0.880,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0
13181,0,3635,0.905,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0
13182,0,3755,0.935,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0
13183,0,3855,0.960,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
13184,1,2260,0.563,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
13185,1,2360,0.588,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0
13186,1,2480,0.618,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
13187,1,2580,0.643,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0
13188,1,2350,0.585,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
13189,1,2450,0.610,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0
13190,1,2570,0.640,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
13191,1,2670,0.665,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0
13192,1,2660,0.663,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
13193,1,2760,0.687,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0
13194,1,2880,0.717,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0
13195,1,2980,0.742,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0
13196,1,2750,0.685,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0
13197,1,2850,0.710,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0
13198,1,2970,0.740,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0
13199,1,3070,0.765,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0
13200,1,2560,0.638,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0
13201,1,2660,0.663,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0
13202,1,2780,0.692,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0
13203,1,2880,0.717,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0
13204,1,2650,0.660,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0
13205,1,2750,0.685,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0
13206,1,2870,0.715,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0
13207,1,2970,0.740,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0
13208,1,2960,0.737,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
13209,1,3060,0.762,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0
13210,1,3180,0.792,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0
13211,1,3280,0.817,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0
13212,1,3050,0.760,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
13213,1,3150,0.785,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0
13214,1,3270,0.814,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0
13215,0,3370,0.839,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
13216,1,2660,0.663,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0
13217,1,2760,0.687,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0
13218,1,2880,0.717,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0
13219,1,2980,0.742,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0
13220,1,2750,0.685,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0
13221,1,2850,0.710,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0
13222,1,2970,0.740,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0
13223,1,3070,0.765,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0
13224,1,3060,0.762,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0
13225,1,3160,0.787,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0
13226,1,3280,0.817,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0
13227,1,3380,0.842,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0
13228,1,3150,0.785,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0
13229,1,3250,0.809,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0
13230,1,3370,0.839,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0
13231,1,3470,0.864,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0
