n,x,y,f,rel
27500,57,166,0,0.978
27501,56,166,0,1.002
27502,55,166,0,1.032
27503,54,166,0,1.057
27504,53,166,1,0.930
27505,52,166,1,0.955
27506,51,166,1,0.985
27507,50,166,0,1.010
27508,49,166,1,0.953
27509,48,166,0,0.978
27510,47,166,0,1.007
27511,46,166,0,1.032
27512,45,166,0,1.030
27513,44,166,0,1.055
27514,43,166,0,1.085
27515,42,166,0,1.110
27516,41,166,0,1.052
27517,40,166,0,1.077
27518,39,166,0,1.107
27519,38,166,0,1.132
27520,37,166,1,0.735
27521,36,166,1,0.760
27522,35,166,1,0.790
27523,34,166,1,0.814
27524,33,166,1,0.757
27525,32,166,1,0.782
27526,31,166,1,0.812
27527,30,166,1,0.837
27528,29,166,1,0.834
27529,28,166,1,0.859
27530,27,166,1,0.889
27531,26,166,1,0.914
27532,25,166,1,0.857
27533,24,166,1,0.882
27534,23,166,1,0.912
27535,22,166,1,0.936
27536,21,166,1,0.809
27537,20,166,1,0.834
27538,19,166,1,0.864
27539,18,166,1,0.889
27540,17,166,1,0.832
27541,16,166,1,0.857
27542,15,166,1,0.887
27543,14,166,1,0.912
27544,13,166,0,0.909
27545,12,166,0,0.934
27546,11,166,0,0.964
27547,10,166,0,0.989
27548,9,166,0,0.932
27549,8,166,0,0.956
27550,7,166,0,0.986
27551,6,166,0,1.011
27552,5,166,1,0.834
27553,4,166,1,0.859
27554,3,166,1,0.889
27555,2,166,1,0.914
27556,1,166,1,0.857
27557,1,167,1,0.882
27558,2,167,1,0.912
27559,3,167,1,0.936
27560,4,167,0,0.934
27561,5,167,0,0.959
27562,6,167,0,0.989
27563,7,167,0,1.014
27564,8,167,0,0.956
27565,9,167,0,0.981
27566,10,167,0,1.011
27567,11,167,0,1.036
27568,12,167,1,0.909
27569,13,167,0,0.934
27570,14,167,0,0.964
27571,15,167,0,0.989
27572,16,167,0,0.932
27573,17,167,0,0.956
27574,18,167,0,0.986
27575,19,167,0,1.011
27576,20,167,0,1.009
27577,21,167,0,1.034
27578,22,167,0,1.064
27579,23,167,0,1.088
27580,24,167,0,1.031
27581,25,167,0,1.056
27582,26,167,0,1.086
27583,27,167,0,1.111
27584,28,167,1,0.786
27585,29,167,1,0.811
27586,30,167,1,0.841
27587,31,167,1,0.866
27588,32,167,1,0.808
27589,33,167,1,0.833
27590,34,167,1,0.863
27591,35,167,1,0.888
27592,36,167,1,0.885
27593,37,167,1,0.910
27594,38,167,1,0.940
27595,39,167,0,0.965
27596,40,167,1,0.908
27597,41,167,0,0.933
27598,42,167,0,0.963
27599,43,167,0,0.988
27600,44,167,1,0.861
27601,45,167,1,0.885
27602,46,167,1,0.915
27603,47,167,1,0.940
27604,48,167,1,0.883
27605,49,167,1,0.908
27606,50,167,0,0.938
27607,51,167,0,0.963
27608,52,167,0,0.960
27609,53,167,0,0.985
27610,54,167,0,1.015
27611,55,167,0,1.040
27612,56,167,0,0.983
27613,57,167,0,1.007
27614,58,167,0,1.037
27615,59,167,0,1.062
27616,60,167,1,0.885
27617,61,167,1,0.910
27618,62,167,1,0.940
27619,63,167,1,0.965
27620,64,167,1,0.908
27621,65,167,1,0.933
27622,66,167,1,0.963
27623,67,167,0,0.988
27624,68,167,0,0.985
27625,69,167,0,1.010
27626,70,167,0,1.040
27627,71,167,0,1.065
27628,72,167,0,1.007
27629,73,167,0,1.032
27630,74,167,0,1.062
27631,75,167,0,1.087
27632,76,167,0,0.960
27633,77,167,0,0.985
27634,78,167,0,1.015
27635,79,167,0,1.040
27636,80,167,0,0.983
27637,81,167,0,1.007
27638,82,167,0,1.037
27639,83,167,0,1.062
27640,84,167,0,1.060
27641,85,167,0,1.085
27642,86,167,0,1.115
27643,87,167,0,1.139
27644,88,167,0,1.082
27645,89,167,0,1.107
27646,90,167,0,1.137
27647,91,167,0,1.162
27648,92,167,0,0.620
27649,93,167,0,0.645
27650,94,167,0,0.675
27651,95,167,0,0.700
27652,96,167,0,0.643
27653,97,167,0,0.667
27654,98,167,0,0.697
27655,99,167,0,0.722
27656,100,167,0,0.720
27657,101,167,0,0.745
27658,102,167,0,0.775
27659,103,167,0,0.800
27660,104,167,0,0.742
27661,105,167,0,0.767
27662,106,167,0,0.797
27663,107,167,0,0.822
27664,108,167,0,0.695
27665,109,167,0,0.720
27666,110,167,0,0.750
27667,111,167,0,0.775
27668,112,167,0,0.717
27669,113,167,0,0.742
27670,114,167,0,0.772
27671,115,167,0,0.797
27672,116,167,0,0.795
27673,117,167,0,0.819
27674,118,167,0,0.849
27675,119,167,0,0.874
27676,120,167,0,0.817
27677,121,167,0,0.842
27678,122,167,0,0.872
27679,123,167,0,0.897
27680,124,167,0,0.720
27681,125,167,0,0.745
27682,126,167,0,0.775
27683,127,167,0,0.800
27684,128,167,0,0.742
27685,129,167,0,0.767
27686,130,167,0,0.797
27687,131,167,0,0.822
27688,132,167,0,0.819
27689,133,167,0,0.844
27690,134,167,0,0.874
27691,135,167,0,0.899
27692,136,167,0,0.842
27693,137,167,0,0.867
27694,138,167,0,0.897
27695,139,167,0,0.922
27696,140,167,0,0.795
27697,141,167,0,0.819
27698,142,167,0,0.849
27699,143,167,0,0.874
27700,144,167,0,0.817
27701,145,167,0,0.842
27702,146,167,0,0.872
27703,147,167,0,0.897
27704,148,167,0,0.894
27705,149,167,0,0.919
27706,150,167,0,0.949
27707,151,167,0,0.974
27708,152,167,0,0.917
27709,153,167,0,0.941
27710,154,167,0,0.971
27711,155,167,0,0.996
27712,156,167,0,0.671
27713,157,167,0,0.696
27714,158,167,0,0.726
27715,159,167,0,0.751
27716,160,167,0,0.694
27717,161,167,0,0.719
27718,162,167,0,0.748
27719,163,167,0,0.773
27720,164,167,0,0.771
27721,165,167,0,0.796
27722,166,167,0,0.826
27723,167,167,0,0.851
27724,167,166,0,0.793
27725,167,165,0,0.818
27726,167,164,0,0.848
27727,167,163,0,0.873
27728,167,162,0,0.746
27729,167,161,0,0.771
27730,167,160,0,0.801
27731,167,159,0,0.826
27732,167,158,0,0.768
27733,167,157,0,0.793
27734,167,156,0,0.823
27735,167,155,0,0.848
27736,167,154,0,0.846
27737,167,153,0,0.870
27738,167,152,0,0.900
27739,167,151,0,0.925
27740,167,150,0,0.868
27741,167,149,0,0.893
27742,167,148,0,0.923
27743,167,147,0,0.948
27744,167,146,0,0.771
27745,167,145,0,0.796
27746,167,144,0,0.826
27747,167,143,0,0.851
27748,167,142,0,0.793
27749,167,141,0,0.818
27750,167,140,0,0.848
27751,167,139,0,0.873
27752,167,138,0,0.870
27753,167,137,0,0.895
27754,167,136,0,0.925
27755,167,135,0,0.950
27756,167,134,0,0.893
27757,167,133,0,0.918
27758,167,132,0,0.948
27759,167,131,0,0.973
27760,167,130,0,0.846
27761,167,129,0,0.870
27762,167,128,0,0.900
27763,167,127,0,0.925
27764,167,126,0,0.868
27765,167,125,0,0.893
27766,167,124,0,0.923
27767,167,123,0,0.948
27768,167,122,0,0.945
27769,167,121,0,0.970
27770,167,120,0,1.000
27771,167,119,0,1.025
27772,167,118,0,0.968
27773,167,117,0,0.993
27774,167,116,0,1.022
27775,167,115,0,1.047
27776,167,114,0,0.650
27777,167,113,0,0.675
27778,167,112,0,0.705
27779,167,111,0,0.730
27780,167,110,0,0.672
27781,167,109,0,0.697
27782,167,108,0,0.727
27783,167,107,0,0.752
27784,167,106,0,0.750
27785,167,105,0,0.775
27786,167,104,0,0.804
27787,167,103,0,0.829
27788,167,102,0,0.772
27789,167,101,0,0.797
27790,167,100,0,0.827
27791,167,99,0,0.852
27792,167,98,0,0.725
27793,167,97,0,0.750
27794,167,96,0,0.780
27795,167,95,0,0.804
27796,167,94,0,0.747
27797,167,93,0,0.772
27798,167,92,0,0.802
27799,167,91,0,0.827
27800,167,90,0,0.824
27801,167,89,0,0.849
27802,167,88,0,0.879
27803,167,87,0,0.904
27804,167,86,0,0.847
27805,167,85,0,0.872
27806,167,84,0,0.902
27807,167,83,0,0.927
27808,167,82,0,0.750
27809,167,81,0,0.775
27810,167,80,0,0.804
27811,167,79,0,0.829
27812,167,78,0,0.772
27813,167,77,0,0.797
27814,167,76,0,0.827
27815,167,75,0,0.852
27816,167,74,0,0.849
27817,167,73,0,0.874
27818,167,72,0,0.904
27819,167,71,0,0.929
27820,167,70,0,0.872
27821,167,69,0,0.897
27822,167,68,0,0.927
27823,167,67,0,0.951
27824,167,66,0,0.824
27825,167,65,0,0.849
27826,167,64,0,0.879
27827,167,63,0,0.904
27828,167,62,0,0.847
27829,167,61,0,0.872
27830,167,60,0,0.902
27831,167,59,0,0.927
27832,167,58,0,0.924
27833,167,57,0,0.949
27834,167,56,0,0.979
27835,167,55,0,1.004
27836,167,54,0,0.946
27837,167,53,0,0.971
27838,167,52,0,1.001
27839,167,51,0,1.026
27840,167,50,0,0.701
27841,167,49,0,0.726
27842,167,48,0,0.756
27843,167,47,0,0.781
27844,167,46,0,0.724
27845,167,45,0,0.748
27846,167,44,0,0.778
27847,167,43,0,0.803
27848,167,42,0,0.801
27849,167,41,0,0.826
27850,167,40,0,0.856
27851,167,39,0,0.880
27852,167,38,0,0.823
27853,167,37,0,0.848
27854,167,36,0,0.878
27855,167,35,0,0.903
27856,167,34,0,0.776
27857,167,33,0,0.801
27858,167,32,0,0.831
27859,167,31,0,0.856
27860,167,30,0,0.798
27861,167,29,0,0.823
27862,167,28,0,0.853
27863,167,27,0,0.878
27864,167,26,0,0.875
27865,167,25,0,0.900
27866,167,24,0,0.930
27867,167,23,0,0.955
27868,167,22,0,0.898
27869,167,21,0,0.923
27870,167,20,0,0.953
27871,167,19,0,0.978
27872,167,18,0,0.801
27873,167,17,0,0.826
27874,167,16,0,0.856
27875,167,15,0,0.880
27876,167,14,0,0.823
27877,167,13,0,0.848
27878,167,12,0,0.878
27879,167,11,0,0.903
27880,167,10,0,0.900
27881,167,9,0,0.925
27882,167,8,0,0.955
27883,167,7,0,0.980
27884,167,6,0,0.923
27885,167,5,0,0.948
27886,167,4,0,0.978
27887,167,3,0,1.002
27888,167,2,0,0.875
27889,167,1,0,0.900
27890,168,1,0,0.930
27891,168,2,0,0.955
27892,168,3,0,0.898
27893,168,4,0,0.923
27894,168,5,0,0.953
27895,168,6,0,0.978
27896,168,7,0,0.975
27897,168,8,0,1.000
27898,168,9,0,1.030
27899,168,10,0,1.055
27900,168,11,0,0.998
27901,168,12,0,1.022
27902,168,13,0,1.052
27903,168,14,0,1.077
27904,168,15,0,0.660
27905,168,16,0,0.685
27906,168,17,0,0.715
27907,168,18,0,0.740
27908,168,19,0,0.682
27909,168,20,0,0.707
27910,168,21,0,0.737
27911,168,22,0,0.762
27912,168,23,0,0.760
27913,168,24,0,0.785
27914,168,25,0,0.814
27915,168,26,0,0.839
27916,168,27,0,0.782
27917,168,28,0,0.807
27918,168,29,0,0.837
27919,168,30,0,0.862
27920,168,31,0,0.735
27921,168,32,0,0.760
27922,168,33,0,0.790
27923,168,34,0,0.814
27924,168,35,0,0.757
27925,168,36,0,0.782
27926,168,37,0,0.812
27927,168,38,0,0.837
27928,168,39,0,0.834
27929,168,40,0,0.859
27930,168,41,0,0.889
27931,168,42,0,0.914
27932,168,43,0,0.857
27933,168,44,0,0.882
27934,168,45,0,0.912
27935,168,46,0,0.936
27936,168,47,0,0.760
27937,168,48,0,0.785
27938,168,49,0,0.814
27939,168,50,0,0.839
27940,168,51,0,0.782
27941,168,52,0,0.807
27942,168,53,0,0.837
27943,168,54,0,0.862
27944,168,55,0,0.859
27945,168,56,0,0.884
27946,168,57,0,0.914
27947,168,58,0,0.939
27948,168,59,0,0.882
27949,168,60,0,0.907
27950,168,61,0,0.936
27951,168,62,0,0.961
27952,168,63,0,0.834
27953,168,64,0,0.859
27954,168,65,0,0.889
27955,168,66,0,0.914
27956,168,67,0,0.857
27957,168,68,0,0.882
27958,168,69,0,0.912
27959,168,70,0,0.936
27960,168,71,0,0.934
27961,168,72,0,0.959
27962,168,73,0,0.989
27963,168,74,0,1.014
27964,168,75,0,0.956
27965,168,76,0,0.981
27966,168,77,0,1.011
27967,168,78,0,1.036
27968,168,79,0,0.711
27969,168,80,0,0.736
27970,168,81,0,0.766
27971,168,82,0,0.791
27972,168,83,0,0.733
27973,168,84,0,0.758
27974,168,85,0,0.788
27975,168,86,0,0.813
27976,168,87,0,0.811
27977,168,88,0,0.836
27978,168,89,0,0.866
27979,168,90,0,0.890
27980,168,91,0,0.833
27981,168,92,0,0.858
27982,168,93,0,0.888
27983,168,94,0,0.913
27984,168,95,0,0.786
27985,168,96,0,0.811
27986,168,97,0,0.841
27987,168,98,0,0.866
27988,168,99,0,0.808
27989,168,100,0,0.833
27990,168,101,0,0.863
27991,168,102,0,0.888
27992,168,103,0,0.885
27993,168,104,0,0.910
27994,168,105,0,0.940
27995,168,106,0,0.965
27996,168,107,0,0.908
27997,168,108,0,0.933
27998,168,109,0,0.963
27999,168,110,0,0.988
28000,168,111,0,0.811
28001,168,112,0,0.836
28002,168,113,0,0.866
28003,168,114,0,0.890
28004,168,115,0,0.833
28005,168,116,0,0.858
28006,168,117,0,0.888
28007,168,118,0,0.913
28008,168,119,0,0.910
28009,168,120,0,0.935
28010,168,121,0,0.965
28011,168,122,0,0.990
28012,168,123,0,0.933
28013,168,124,0,0.958
28014,168,125,0,0.988
28015,168,126,0,1.012
28016,168,127,0,0.885
28017,168,128,0,0.910
28018,168,129,0,0.940
28019,168,130,0,0.965
28020,168,131,0,0.908
28021,168,132,0,0.933
28022,168,133,0,0.963
28023,168,134,0,0.988
28024,168,135,0,0.985
28025,168,136,0,1.010
28026,168,137,0,1.040
28027,168,138,0,1.065
28028,168,139,0,1.007
28029,168,140,0,1.032
28030,168,141,0,1.062
28031,168,142,0,1.087
28032,168,143,0,0.690
28033,168,144,0,0.715
28034,168,145,0,0.745
28035,168,146,0,0.770
28036,168,147,0,0.712
28037,168,148,0,0.737
28038,168,149,0,0.767
28039,168,150,0,0.792
28040,168,151,0,0.790
28041,168,152,0,0.814
28042,168,153,0,0.844
28043,168,154,0,0.869
28044,168,155,0,0.812
28045,168,156,0,0.837
28046,168,157,0,0.867
28047,168,158,0,0.892
28048,168,159,0,0.765
28049,168,160,0,0.790
28050,168,161,0,0.819
28051,168,162,0,0.844
28052,168,163,0,0.787
28053,168,164,0,0.812
28054,168,165,0,0.842
28055,168,166,0,0.867
28056,168,167,0,0.864
28057,168,168,0,0.889
28058,167,168,0,0.919
28059,166,168,0,0.944
28060,165,168,0,0.887
28061,164,168,0,0.912
28062,163,168,0,0.941
28063,162,168,0,0.966
28064,161,168,0,0.790
28065,160,168,0,0.814
28066,159,168,0,0.844
28067,158,168,0,0.869
28068,157,168,0,0.812
28069,156,168,0,0.837
28070,155,168,0,0.867
28071,154,168,0,0.892
28072,153,168,0,0.889
28073,152,168,0,0.914
28074,151,168,0,0.944
28075,150,168,0,0.969
28076,149,168,0,0.912
28077,148,168,0,0.936
28078,147,168,0,0.966
28079,146,168,0,0.991
28080,145,168,0,0.864
28081,144,168,0,0.889
28082,143,168,0,0.919
28083,142,168,0,0.944
28084,141,168,0,0.887
28085,140,168,0,0.912
28086,139,168,0,0.941
28087,138,168,0,0.966
28088,137,168,0,0.964
28089,136,168,0,0.989
28090,135,168,0,1.019
28091,134,168,0,1.044
28092,133,168,0,0.986
28093,132,168,0,1.011
28094,131,168,0,1.041
28095,130,168,0,1.066
28096,129,168,0,0.741
28097,128,168,0,0.766
28098,127,168,0,0.796
28099,126,168,0,0.821
28100,125,168,0,0.763
28101,124,168,0,0.788
28102,123,168,0,0.818
28103,122,168,0,0.843
28104,121,168,0,0.841
28105,120,168,0,0.866
28106,119,168,0,0.895
28107,118,168,0,0.920
28108,117,168,0,0.863
28109,116,168,0,0.888
28110,115,168,0,0.918
28111,114,168,0,0.943
28112,113,168,0,0.816
28113,112,168,0,0.841
28114,111,168,0,0.870
28115,110,168,0,0.895
28116,109,168,0,0.838
28117,108,168,0,0.863
28118,107,168,0,0.893
28119,106,168,0,0.918
28120,105,168,0,0.915
28121,104,168,0,0.940
28122,103,168,0,0.970
28123,102,168,0,0.995
28124,101,168,0,0.938
28125,100,168,0,0.963
28126,99,168,0,0.993
28127,98,168,0,1.017
28128,97,168,0,0.841
28129,96,168,0,0.866
28130,95,168,0,0.895
28131,94,168,0,0.920
28132,93,168,0,0.863
28133,92,168,0,0.888
28134,91,168,0,0.918
28135,90,168,0,0.943
28136,89,168,0,0.940
28137,88,168,0,0.965
28138,87,168,0,0.995
28139,86,168,0,1.020
28140,85,168,0,0.963
28141,84,168,0,0.988
28142,83,168,0,1.017
28143,82,168,0,1.042
28144,81,168,0,0.915
28145,80,168,0,0.940
28146,79,168,0,0.970
28147,78,168,0,0.995
28148,77,168,0,0.938
28149,76,168,0,0.963
28150,75,168,0,0.993
28151,74,168,0,1.017
28152,73,168,0,1.015
28153,72,168,0,1.040
28154,71,168,0,1.070
28155,70,168,0,1.095
28156,69,168,0,1.037
28157,68,168,0,1.062
28158,67,168,0,1.092
28159,66,168,0,1.117
28160,65,168,0,0.765
28161,64,168,0,0.790
28162,63,168,0,0.819
28163,62,168,0,0.844
28164,61,168,0,0.787
28165,60,168,0,0.812
28166,59,168,0,0.842
28167,58,168,0,0.867
28168,57,168,0,0.864
28169,56,168,0,0.889
28170,55,168,0,0.919
28171,54,168,0,0.944
28172,53,168,0,0.887
28173,52,168,0,0.912
28174,51,168,0,0.941
28175,50,168,0,0.966
28176,49,168,0,0.839
28177,48,168,0,0.864
28178,47,168,0,0.894
28179,46,168,0,0.919
28180,45,168,0,0.862
28181,44,168,0,0.887
28182,43,168,0,0.917
28183,42,168,0,0.941
28184,41,168,0,0.939
28185,40,168,0,0.964
28186,39,168,0,0.994
28187,38,168,0,1.019
28188,37,168,0,0.961
28189,36,168,0,0.986
28190,35,168,0,1.016
28191,34,168,0,1.041
28192,33,168,0,0.864
28193,32,168,0,0.889
28194,31,168,0,0.919
28195,30,168,0,0.944
28196,29,168,0,0.887
28197,28,168,0,0.912
28198,27,168,0,0.941
28199,26,168,0,0.966
28200,25,168,0,0.964
28201,24,168,0,0.989
28202,23,168,0,1.019
28203,22,168,0,1.044
28204,21,168,0,0.986
28205,20,168,0,1.011
28206,19,168,0,1.041
28207,18,168,0,1.066
28208,17,168,0,0.939
28209,16,168,0,0.964
28210,15,168,0,0.994
28211,14,168,0,1.019
28212,13,168,0,0.961
28213,12,168,0,0.986
28214,11,168,0,1.016
28215,10,168,0,1.041
28216,9,168,0,1.039
28217,8,168,0,1.064
28218,7,168,0,1.093
28219,6,168,0,1.118
28220,5,168,0,1.061
28221,4,168,0,1.086
28222,3,168,0,1.116
28223,2,168,0,1.141
28224,1,168,0,0.816
28225,1,169,0,0.841
28226,2,169,0,0.870
28227,3,169,0,0.895
28228,4,169,0,0.838
28229,5,169,0,0.863
28230,6,169,0,0.893
28231,7,169,0,0.918
28232,8,169,0,0.915
28233,9,169,0,0.940
28234,10,169,0,0.970
28235,11,169,0,0.995
28236,12,169,0,0.938
28237,13,169,0,0.963
28238,14,169,0,0.993
28239,15,169,0,1.017
28240,16,169,0,0.890
28241,17,169,0,0.915
28242,18,169,0,0.945
28243,19,169,0,0.970
28244,20,169,0,0.913
28245,21,169,0,0.938
28246,22,169,0,0.968
28247,23,169,0,0.993
28248,24,169,0,0.990
28249,25,169,0,1.015
28250,26,169,0,1.045
28251,27,169,0,1.070
28252,28,169,0,1.012
28253,29,169,0,1.037
28254,30,169,0,1.067
28255,31,169,0,1.092
28256,32,169,0,0.915
28257,33,169,0,0.940
28258,34,169,0,0.970
28259,35,169,0,0.995
28260,36,169,0,0.938
28261,37,169,0,0.963
28262,38,169,0,0.993
28263,39,169,0,1.017
28264,40,169,0,1.015
28265,41,169,0,1.040
28266,42,169,0,1.070
28267,43,169,0,1.095
28268,44,169,0,1.037
28269,45,169,0,1.062
28270,46,169,0,1.092
28271,47,169,0,1.117
28272,48,169,0,0.990
28273,49,169,0,1.015
28274,50,169,0,1.045
28275,51,169,0,1.070
28276,52,169,0,1.012
28277,53,169,0,1.037
28278,54,169,0,1.067
28279,55,169,0,1.092
28280,56,169,0,1.090
28281,57,169,0,1.115
28282,58,169,0,1.144
28283,59,169,0,1.169
28284,60,169,0,1.112
28285,61,169,0,1.137
28286,62,169,0,1.167
28287,63,169,0,1.192
28288,64,169,0,0.795
28289,65,169,0,0.819
28290,66,169,0,0.849
28291,67,169,0,0.874
28292,68,169,0,0.817
28293,69,169,0,0.842
28294,70,169,0,0.872
28295,71,169,0,0.897
28296,72,169,0,0.894
28297,73,169,0,0.919
28298,74,169,0,0.949
28299,75,169,0,0.974
28300,76,169,0,0.917
28301,77,169,0,0.941
28302,78,169,0,0.971
28303,79,169,0,0.996
28304,80,169,0,0.869
28305,81,169,0,0.894
28306,82,169,0,0.924
28307,83,169,0,0.949
28308,84,169,0,0.892
28309,85,169,0,0.917
28310,86,169,0,0.946
28311,87,169,0,0.971
28312,88,169,0,0.969
28313,89,169,0,0.994
28314,90,169,0,1.024
28315,91,169,0,1.049
28316,92,169,0,0.991
28317,93,169,0,1.016
28318,94,169,0,1.046
28319,95,169,0,1.071
28320,96,169,0,0.894
28321,97,169,0,0.919
28322,98,169,0,0.949
28323,99,169,0,0.974
28324,100,169,0,0.917
28325,101,169,0,0.941
28326,102,169,0,0.971
28327,103,169,0,0.996
28328,104,169,0,0.994
28329,105,169,0,1.019
28330,106,169,0,1.049
28331,107,169,0,1.073
28332,108,169,0,1.016
28333,109,169,0,1.041
28334,110,169,0,1.071
28335,111,169,0,1.096
28336,112,169,0,0.969
28337,113,169,0,0.994
28338,114,169,0,1.024
28339,115,169,0,1.049
28340,116,169,0,0.991
28341,117,169,0,1.016
28342,118,169,0,1.046
28343,119,169,0,1.071
28344,120,169,0,1.068
28345,121,169,0,1.093
28346,122,169,0,1.123
28347,123,169,0,1.148
28348,124,169,0,1.091
28349,125,169,0,1.116
28350,126,169,0,1.146
28351,127,169,0,1.171
28352,128,169,0,0.846
28353,129,169,0,0.870
28354,130,169,0,0.900
28355,131,169,0,0.925
28356,132,169,0,0.868
28357,133,169,0,0.893
28358,134,169,0,0.923
28359,135,169,0,0.948
28360,136,169,0,0.945
28361,137,169,0,0.970
28362,138,169,0,1.000
28363,139,169,0,1.025
28364,140,169,0,0.968
28365,141,169,0,0.993
28366,142,169,0,1.022
28367,143,169,0,1.047
28368,144,169,0,0.920
28369,145,169,0,0.945
28370,146,169,0,0.975
28371,147,169,0,1.000
28372,148,169,0,0.943
28373,149,169,0,0.968
28374,150,169,0,0.998
28375,151,169,0,1.022
28376,152,169,0,1.020
28377,153,169,0,1.045
28378,154,169,0,1.075
28379,155,169,0,1.100
28380,156,169,0,1.042
28381,157,169,0,1.067
28382,158,169,0,1.097
28383,159,169,0,1.122
28384,160,169,0,0.945
28385,161,169,0,0.970
28386,162,169,0,1.000
28387,163,169,0,1.025
28388,164,169,0,0.968
28389,165,169,0,0.993
28390,166,169,0,1.022
28391,167,169,0,1.047
28392,168,169,0,1.045
28393,169,169,0,1.070
28394,169,168,0,1.100
28395,169,167,0,1.125
28396,169,166,0,1.067
28397,169,165,0,1.092
28398,169,164,0,1.122
28399,169,163,0,1.147
28400,169,162,0,1.020
28401,169,161,0,1.045
28402,169,160,0,1.075
28403,169,159,0,1.100
28404,169,158,0,1.042
28405,169,157,0,1.067
28406,169,156,0,1.097
28407,169,155,0,1.122
28408,169,154,0,1.120
28409,169,153,0,1.144
28410,169,152,0,1.174
28411,169,151,0,1.199
28412,169,150,0,1.142
28413,169,149,0,1.167
28414,169,148,0,1.197
28415,169,147,0,1.222
28416,169,146,0,0.804
28417,169,145,0,0.829
28418,169,144,0,0.859
28419,169,143,0,0.884
28420,169,142,0,0.827
28421,169,141,0,0.852
28422,169,140,0,0.882
28423,169,139,0,0.907
28424,169,138,0,0.904
28425,169,137,0,0.929
28426,169,136,0,0.959
28427,169,135,0,0.984
28428,169,134,0,0.927
28429,169,133,0,0.951
28430,169,132,0,0.981
28431,169,131,0,1.006
28432,169,130,0,0.879
28433,169,129,0,0.904
28434,169,128,0,0.934
28435,169,127,0,0.959
28436,169,126,0,0.902
28437,169,125,0,0.927
28438,169,124,0,0.956
28439,169,123,0,0.981
28440,169,122,0,0.979
28441,169,121,0,1.004
28442,169,120,0,1.034
28443,169,119,0,1.059
28444,169,118,0,1.001
28445,169,117,0,1.026
28446,169,116,0,1.056
28447,169,115,0,1.081
28448,169,114,0,0.904
28449,169,113,0,0.929
28450,169,112,0,0.959
28451,169,111,0,0.984
28452,169,110,0,0.927
28453,169,109,0,0.951
28454,169,108,0,0.981
28455,169,107,0,1.006
28456,169,106,0,1.004
28457,169,105,0,1.029
28458,169,104,0,1.059
28459,169,103,0,1.083
28460,169,102,0,1.026
28461,169,101,0,1.051
28462,169,100,0,1.081
28463,169,99,0,1.106
28464,169,98,0,0.979
28465,169,97,0,1.004
28466,169,96,0,1.034
28467,169,95,0,1.059
28468,169,94,0,1.001
28469,169,93,0,1.026
28470,169,92,0,1.056
28471,169,91,0,1.081
28472,169,90,0,1.078
28473,169,89,0,1.103
28474,169,88,0,1.133
28475,169,87,0,1.158
28476,169,86,0,1.101
28477,169,85,0,1.126
28478,169,84,0,1.156
28479,169,83,0,1.181
28480,169,82,0,0.856
28481,169,81,0,0.880
28482,169,80,0,0.910
28483,169,79,0,0.935
28484,169,78,0,0.878
28485,169,77,0,0.903
28486,169,76,0,0.933
28487,169,75,0,0.958
28488,169,74,0,0.955
28489,169,73,0,0.980
28490,169,72,0,1.010
28491,169,71,0,1.035
28492,169,70,0,0.978
28493,169,69,0,1.002
28494,169,68,0,1.032
28495,169,67,0,1.057
28496,169,66,0,0.930
28497,169,65,0,0.955
28498,169,64,0,0.985
28499,169,63,0,1.010
28500,169,62,0,0.953
28501,169,61,0,0.978
28502,169,60,0,1.007
28503,169,59,0,1.032
28504,169,58,0,1.030
28505,169,57,0,1.055
28506,169,56,0,1.085
28507,169,55,0,1.110
28508,169,54,0,1.052
28509,169,53,0,1.077
28510,169,52,0,1.107
28511,169,51,0,1.132
28512,169,50,0,0.955
28513,169,49,0,0.980
28514,169,48,0,1.010
28515,169,47,0,1.035
28516,169,46,0,0.978
28517,169,45,0,1.002
28518,169,44,0,1.032
28519,169,43,0,1.057
28520,169,42,0,1.055
28521,169,41,0,1.080
28522,169,40,0,1.110
28523,169,39,0,1.134
28524,169,38,0,1.077
28525,169,37,0,1.102
28526,169,36,0,1.132
28527,169,35,0,1.157
28528,169,34,0,1.030
28529,169,33,0,1.055
28530,169,32,0,1.085
28531,169,31,0,1.110
28532,169,30,0,1.052
28533,169,29,0,1.077
28534,169,28,0,1.107
28535,169,27,0,1.132
28536,169,26,0,1.130
28537,169,25,0,1.154
28538,169,24,0,1.184
28539,169,23,0,1.209
28540,169,22,0,1.152
28541,169,21,0,1.177
28542,169,20,0,1.207
28543,169,19,0,1.232
28544,169,18,0,0.834
28545,169,17,0,0.859
28546,169,16,0,0.889
28547,169,15,0,0.914
28548,169,14,0,0.857
28549,169,13,0,0.882
28550,169,12,0,0.912
28551,169,11,0,0.936
28552,169,10,0,0.934
28553,169,9,0,0.959
28554,169,8,0,0.989
28555,169,7,0,1.014
28556,169,6,0,0.956
28557,169,5,0,0.981
28558,169,4,0,1.011
28559,169,3,0,1.036
28560,169,2,0,0.909
28561,169,1,0,0.934
28562,170,1,0,0.964
28563,170,2,0,0.989
28564,170,3,0,0.932
28565,170,4,0,0.956
28566,170,5,0,0.986
28567,170,6,0,1.011
28568,170,7,0,1.009
28569,170,8,0,1.034
28570,170,9,0,1.064
28571,170,10,0,1.088
28572,170,11,0,1.031
28573,170,12,0,1.056
28574,170,13,0,1.086
28575,170,14,0,1.111
